Gss year for this respondent                       ,Denied raise without reason at work,Promotions are handled fairly,A woman won't get a job or promotion             ,A man won't get a job or promotion  ,For or against preferential hiring of women      ,Favor preferences in hiring blacks,Sex makes your promotion different,Whites hurt by aff. action,Respondent id number,Ballot used for interview
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1960,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1961,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1962,Ballot c
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1963,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not very likely,1964,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1965,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not very likely,1966,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1967,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1968,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1969,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1970,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Very likely,1971,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,1972,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1973,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1974,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1975,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Not very likely,1976,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,1977,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1978,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,1979,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,1980,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,1981,Ballot a
2014,Not applicable,Not at all true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1982,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1983,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1984,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1985,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1986,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1987,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1988,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1989,Ballot a
2014,Not applicable,Not at all true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,1990,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1991,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1992,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1993,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1994,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1995,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,1996,Ballot c
2014,Not applicable,No answer,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1997,Ballot b
2014,Not applicable,Not at all true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,1998,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,1999,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2000,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not very likely,2001,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2002,Ballot a
2014,Not applicable,Not applicable,Not applicable,Dont know,Strongly against,Not applicable,Not applicable,Very likely,2003,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2004,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2005,Ballot a
2014,Not applicable,Dont know,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2006,Ballot b
2014,Not applicable,Not applicable,Not applicable,Dont know,Against,Not applicable,Not applicable,Not applicable,2007,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2008,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2009,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2010,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2011,Ballot c
2014,Not applicable,Not too true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2012,Ballot b
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2013,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,2014,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Somewhat likely,2015,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2016,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2017,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2018,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Very likely,2019,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,2020,Ballot a
2014,Not applicable,Not at all true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,2021,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2022,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,2023,Ballot b
2014,Not applicable,Very true,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not very likely,2024,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,2025,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2026,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2027,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,2028,Ballot c
2014,Not applicable,Somewhat true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2029,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2030,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2031,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,2032,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2033,Ballot c
2014,Not applicable,Not at all true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not applicable,2034,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2035,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2036,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2037,Ballot c
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,2038,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2039,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Don't know,Not applicable,Not applicable,Not applicable,2040,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2041,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2042,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2043,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2044,Ballot c
2014,Not applicable,Dont know,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2045,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2046,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2047,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Not applicable,2048,Ballot b
2014,Not applicable,Not at all true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not very likely,2049,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2050,Ballot a
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2051,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2052,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2053,Ballot b
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2054,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2055,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2056,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Very likely,2057,Ballot a
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2058,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2059,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2060,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2061,Ballot a
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2062,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2063,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2064,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2065,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Somewhat likely,2066,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Not applicable,2067,Ballot b
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2068,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2069,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2070,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2071,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Not very likely,2072,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2073,Ballot b
2014,Not applicable,Somewhat true,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2074,Ballot a
2014,Not applicable,Dont know,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,2075,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2076,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2077,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2078,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2079,Ballot c
2014,Not applicable,Not too true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,2080,Ballot b
2014,Not applicable,No answer,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2081,Ballot a
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2082,Ballot b
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2083,Ballot a
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2084,Ballot c
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2085,Ballot a
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2086,Ballot a
2014,Not applicable,Not at all true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2087,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2088,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2089,Ballot a
2014,Not applicable,Dont know,Not applicable,Dont know,Against,Not applicable,Not applicable,Somewhat likely,2090,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2091,Ballot a
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2092,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2093,Ballot a
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2094,Ballot c
2014,Not applicable,Somewhat true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2095,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2096,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2097,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2098,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2099,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2100,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2101,Ballot c
2014,Not applicable,Very true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2102,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2103,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2104,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly for,Not applicable,Not applicable,Not applicable,2105,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2106,Ballot b
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Dont know,2107,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2108,Ballot c
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2109,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2110,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2111,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Somewhat likely,2112,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2113,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2114,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2115,Ballot b
2014,Not applicable,Somewhat true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2116,Ballot a
2014,Not applicable,Not too true,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not very likely,2117,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2118,Ballot c
2014,Not applicable,No answer,Not applicable,Very likely,Against,Not applicable,Not applicable,No answer,2119,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2120,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2121,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very unlikely,For,Not applicable,Not applicable,Somewhat likely,2122,Ballot a
2014,Not applicable,Not too true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2123,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2124,Ballot c
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2125,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2126,Ballot a
2014,Not applicable,Not applicable,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not very likely,2127,Ballot a
2014,Not applicable,Dont know,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2128,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2129,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2130,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Don't know,Not applicable,Not applicable,Not very likely,2131,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2132,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2133,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2134,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2135,Ballot b
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Don't know,Not applicable,Not applicable,Not applicable,2136,Ballot b
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2137,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2138,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2139,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,2140,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2141,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2142,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2143,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No answer,2144,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2145,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2146,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2147,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Not very likely,2148,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2149,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2150,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2151,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2152,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2153,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2154,Ballot c
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2155,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2156,Ballot c
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2157,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2158,Ballot b
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2159,Ballot b
2014,Not applicable,No answer,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2160,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,2161,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2162,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2163,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2164,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2165,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2166,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2167,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Very likely,2168,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2169,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,2170,Ballot b
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2171,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,2172,Ballot c
2014,Not applicable,Not too true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Not very likely,2173,Ballot a
2014,Not applicable,Dont know,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2174,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2175,Ballot b
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2176,Ballot a
2014,Not applicable,Somewhat true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2177,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not very likely,2178,Ballot a
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2179,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2180,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not very likely,2181,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2182,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,2183,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2184,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,2185,Ballot a
2014,Not applicable,Very true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not very likely,2186,Ballot a
