Gss year for this respondent                       ,Denied raise without reason at work,Promotions are handled fairly,A woman won't get a job or promotion             ,A man won't get a job or promotion  ,For or against preferential hiring of women      ,Favor preferences in hiring blacks,Sex makes your promotion different,Whites hurt by aff. action,Respondent id number,Ballot used for interview
2014,Not applicable,Very true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not very likely,758,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,759,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,760,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,761,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,762,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,763,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,764,Ballot c
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Dont know,765,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,766,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,767,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,768,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly for,Not applicable,Not applicable,Somewhat likely,769,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,770,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Not applicable,771,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,772,Ballot c
2014,Not applicable,Not at all true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,773,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,774,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,775,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Dont know,776,Ballot a
2014,Not applicable,Dont know,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,777,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very likely,Strongly for,Not applicable,Not applicable,Not applicable,778,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,779,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,780,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,781,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,782,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,783,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,For,Not applicable,Not applicable,Not applicable,784,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,785,Ballot b
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,786,Ballot c
2014,Not applicable,Not too true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,787,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,788,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Very likely,Strongly against,Not applicable,Not applicable,Very likely,789,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,790,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,791,Ballot b
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,792,Ballot a
2014,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,793,Ballot c
2014,Not applicable,Not applicable,Not applicable,Very unlikely,Strongly for,Not applicable,Not applicable,Not very likely,794,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,795,Ballot b
2014,Not applicable,Not applicable,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,796,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,797,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,798,Ballot c
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,799,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,800,Ballot a
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,801,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,802,Ballot b
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Somewhat likely,803,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,804,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not applicable,805,Ballot b
2014,Not applicable,Not too true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Not applicable,806,Ballot b
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,807,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,808,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,809,Ballot b
2014,Not applicable,Very true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,810,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,811,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,812,Ballot a
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not very likely,813,Ballot a
2014,Not applicable,Not at all true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,814,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not applicable,815,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,816,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,817,Ballot b
2014,Not applicable,Not too true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,818,Ballot a
2014,Not applicable,Very true,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Not very likely,819,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,For,Not applicable,Not applicable,Not very likely,820,Ballot a
2014,Not applicable,Not too true,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,821,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,822,Ballot c
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,823,Ballot a
2014,Not applicable,Not applicable,Somewhat unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,824,Ballot b
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,825,Ballot b
2014,Not applicable,Not at all true,Not applicable,Very likely,Against,Not applicable,Not applicable,Not very likely,826,Ballot a
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,827,Ballot c
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Don't know,Not applicable,Not applicable,Not applicable,828,Ballot b
2014,Not applicable,Somewhat true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,829,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,830,Ballot c
2014,Not applicable,Not at all true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,831,Ballot c
2014,Not applicable,Not too true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,832,Ballot c
2014,Not applicable,Not too true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,833,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,For,Not applicable,Not applicable,Somewhat likely,834,Ballot a
2014,Not applicable,Not too true,Not applicable,Somewhat likely,Strongly against,Not applicable,Not applicable,Not applicable,835,Ballot b
2014,Not applicable,Very true,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,836,Ballot a
2014,Not applicable,Not applicable,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,837,Ballot a
2014,Not applicable,Very true,Very likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,838,Ballot b
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,839,Ballot c
2014,Not applicable,Very true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,840,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,841,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,842,Ballot b
2014,Not applicable,Very true,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Not very likely,843,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very likely,844,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,845,Ballot a
2014,Not applicable,Somewhat true,Not applicable,Very unlikely,Against,Not applicable,Not applicable,Somewhat likely,846,Ballot a
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,847,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not very likely,848,Ballot c
2014,Not applicable,Somewhat true,Not applicable,Somewhat unlikely,Against,Not applicable,Not applicable,Not applicable,849,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat unlikely,Strongly against,Not applicable,Not applicable,Somewhat likely,850,Ballot a
2014,Not applicable,Very true,Not applicable,Very unlikely,Strongly against,Not applicable,Not applicable,Not very likely,851,Ballot a
2014,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Somewhat likely,852,Ballot c
2014,Not applicable,Not applicable,Somewhat likely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,853,Ballot b
2014,Not applicable,Not applicable,Not applicable,Somewhat likely,Against,Not applicable,Not applicable,Somewhat likely,854,Ballot a
2014,Not applicable,Somewhat true,Very unlikely,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,855,Ballot b
